movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name
happiness,Comedy Drama,Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker
dysfunktional family,Comedy Documentary,George Gallo,Eddie Griffin,Joe Howard,Robert Noble
tusk,Comedy Drama Horror,Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks
oldboy,Drama Mystery Thriller,Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang
letters to god,Drama Family,David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt
hobo with a shotgun,Action Comedy Thriller,Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth
compadres,Action Comedy,Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias
freeway,Comedy Crime Drama Thriller,Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters
love's abiding joy,Drama Family Western,Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown
fish tank,Drama,Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza
damsels in distress,Comedy Drama Romance,Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods
creature            ,Horror Sci-Fi Thriller,unknown,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke
bachelorette,Comedy Romance,Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells
braindead            ,Comedy Drama Horror Sci-Fi Thriller,unknown,Danny Pino,Megan Hilty,Zach Grenier
brave new girl,Drama Family Music,Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun
tim and eric's billion dollar movie,Comedy,Tim Heidecker,Michael Gross,William Atherton,Bob Ross
the gambler,Crime Drama Thriller,Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland
the grand            ,Drama,unknown,Susan Hampshire,Amanda Mealing,Tim Healy
summer storm,Comedy Drama Romance Sport,Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober
fort mccoy,Drama History War,Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr
chain letter,Horror Thriller,Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan
just looking,Comedy Drama,Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati
the divide,Drama Sci-Fi Thriller,Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette
the eclipse,Drama Horror Romance,Conor McPherson,Aidan Quinn,Iben Hjejle,Jim Norton
demonic,Horror Thriller,Will Canon,Frank Grillo,Scott Mechlowicz,Aaron Yoo
my big fat independent movie,Comedy,Philip Zlotorynski,Neil Hopkins,Darren Keefe Reiher,David Douglas
alice in wonderland,Adventure Family Fantasy,Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway
the deported,Comedy,Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire
tanner hall,Drama,Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan
open road,Action Drama Thriller,Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson
they came together,Comedy,David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,Comedy,Craig Moss,French Stewart,Ashley Martin,Olivia Alexander
never back down 2: the beatdown,Action Drama Sport,Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray
point blank,Crime Thriller,John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor
four single fathers,Comedy,Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone
enter the dangerous mind,Thriller,Youssef Delara,Noel Gugliemi,David Bianchi,Jason Priestley
something wicked,Drama Horror Mystery Thriller,Darin Scott,Julian Morris,Shantel VanSanten,John Robinson
awol-72,Thriller,Christian Sesma,Bokeem Woodbine,Brooke Newton,Brett Wagner
iguana,Adventure Crime Drama,Monte Hellman,Everett McGill,Jack Taylor,Fabio Testi
cinderella,Drama Family Fantasy Romance,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James
chicago overcoat,Action Adventure Crime Drama,Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent
barry munday,Comedy Drama Romance,Chris D'Arienzo,Judy Greer,Cybill Shepherd,Shea Whigham
central station,Drama,Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos
pocketful of miracles,Comedy Drama,Frank Capra,Ann-Margret,Glenn Ford,Thomas Mitchell
close range,Action Crime,Isaac Florentine,Anthony L. Fernandez,Nick Chinlund,Scott Evans
boynton beach club,Comedy Romance,Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro
amnesiac,Drama Horror Mystery Thriller,Michael Polish,Olivia Rose Keegan,Patrick Bauchau,Mia Barron
freakonomics,Documentary,Heidi Ewing,Greg Crowe,James Ransone,Tempestt Bledsoe
the omen,Fantasy Horror Mystery,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw
high tension,Horror,Alexandre Aja,Cécile De France,Maïwenn,Oana Pellea
griff the invisible,Comedy Drama Romance Sci-Fi,Leon Ford,Maeve Dermody,Patrick Brammall,Kelly Paterniti
unnatural,Action Horror Thriller,Hank Braxtan,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter
hustle & flow,Crime Drama Music,Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal
some like it hot,Comedy Music Romance,Billy Wilder,Nehemiah Persoff,Joe E. Brown,George Raft
friday the 13th part vii: the new blood,Horror,John Carl Buechler,Kane Hodder,Terry Kiser,William Butler
the wizard of oz,Adventure Family Fantasy Musical,Victor Fleming,Margaret Hamilton,Terry,Billie Burke
young frankenstein,Comedy,Mel Brooks,Madeline Kahn,Peter Boyle,Teri Garr
diary of the dead,Horror,George A. Romero,Megan Park,Shawn Roberts,Joe Dinicol
lage raho munna bhai,Comedy Drama Romance,Rajkumar Hirani,Vidya Balan,Sanjay Dutt,Jimmy Shergill
ulee's gold,Drama,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima
the black stallion,Adventure Family Sport,Carroll Ballard,Teri Garr,Kelly Reno,Hoyt Axton
sardaar ji,Romance,Rohit Jugraj,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh
journey to saturn,Action Adventure Animation Comedy Sci-Fi,Thorbjørn Christoffersen,Iben Hjejle,Frank Hvam,Casper Christensen
donovan's reef,Adventure Comedy Romance,John Ford,Lee Marvin,Cesar Romero,Jack Warden
the dress,Comedy Drama,Alex van Warmerdam,Rijk de Gooyer,Ariane Schluter,Henri Garcin
a guy named joe,Drama Fantasy Romance War,Victor Fleming,Spencer Tracy,Esther Williams,Irene Dunne
blazing saddles,Comedy Western,Mel Brooks,Madeline Kahn,David Huddleston,Harvey Korman
friday the 13th: the final chapter,Horror Thriller,Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck
ida,Drama,Pawel Pawlikowski,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza
maurice,Drama Romance,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow
beer league,Comedy Sport,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel
the astronaut's wife,Drama Sci-Fi Thriller,Rand Ravich,Johnny Depp,Charlize Theron,Clea DuVall
riding giants,Documentary History Sport,Stacy Peralta,Gerry Lopez,Gabrielle Reece,Laird John Hamilton
timecrimes,Horror Mystery Sci-Fi Thriller,Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga
silver medallist,Action Adventure Comedy,Hao Ning,Jack Kao,Bo Huang,Zheng Xu
timber falls,Horror Thriller,Tony Giglio,Brianna Brown,Nick Searcy,Beth Broderick
singin' in the rain,Comedy Musical Romance,Stanley Donen,Rita Moreno,Debbie Reynolds,Cyd Charisse
"fat, sick & nearly dead",Documentary,Joe Cross,Joe Cross,Joel Fuhrman,Amy Badberg
a haunted house,Comedy Fantasy,Michael Tiddes,Essence Atkins,Alanna Ubach,J.B. Smoove
2016: obama's america,Documentary,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza
halloween ii,Horror,Rob Zombie,Scout Taylor-Compton,Tyler Mane,Margot Kidder
that thing you do!,Comedy Drama Music,Tom Hanks,Tom Hanks,Charlize Theron,Ethan Embry
halloween iii: season of the witch,Horror Mystery Sci-Fi,Tommy Lee Wallace,Tom Atkins,Dan O'Herlihy,Nancy Kyes
escape from the planet of the apes,Action Sci-Fi,Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo
hud,Drama,Martin Ritt,Patricia Neal,Melvyn Douglas,Whit Bissell
kevin hart: let me explain,Comedy Documentary,Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna
my own private idaho,Drama,Gus Van Sant,Keanu Reeves,Udo Kier,Flea
garden state,Comedy Drama Romance,Zach Braff,Armando Riesco,Michael Weston,Jill Flint
before sunrise,Drama Romance,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell
sur le seuil,Action Drama Horror Thriller,Éric Tessier,Patrick Huard,Michel Côté,Jean Pierre Bergeron
jesus' son,Drama,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber
saving face,Comedy Drama Romance,Alice Wu,Joan Chen,Ato Essandoh,Jessica Hecht
brick lane,Drama,Sarah Gavron,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee
robot & frank,Comedy Crime Drama Sci-Fi,Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer
my life without me,Drama Romance,Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer
the spectacular now,Comedy Drama Romance,James Ponsoldt,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi
marilyn hotchkiss' ballroom dancing and charm school,Comedy Family Musical Romance Short,Randall Miller,William Hurt,Elden Henson,Michael Bower
religulous,Comedy Documentary War,Larry Charles,Bill Maher,Tal Bachman,Steve Burg
fuel,Documentary,Joshua Tickell,Larry David,Sheryl Crow,George W. Bush
valley of the heart's delight,Drama,Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower
dodgeball: a true underdog story,Comedy Sport,Rawson Marshall Thurber,Gary Cole,Stephen Root,Joel David Moore
eye of the dolphin,Comedy Drama Family,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris
8: the mormon proposition,Documentary,Reed Cowan,Dustin Lance Black,Emily Pearson,Gavin Newsom
the other end of the line,Comedy Drama Romance,James Dodson,Larry Miller,Anupam Kher,Shriya Saran
anatomy,Horror Thriller,Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg
sleep dealer,Drama Romance Sci-Fi Thriller,Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta
super,Comedy Crime Drama,James Gunn,Linda Cardellini,Rainn Wilson,Paul T. Taylor
christmas mail,Comedy Drama Family Romance,John Murlowski,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro
stung,Comedy Horror,Benni Diez,Clifton Collins Jr.,Cecilia Pillado,David Masterson
antibirth,Horror,Danny Perez,Natasha Lyonne,Emmanuel Kabongo,Mark Webber
get on the bus,Drama History,Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher
thr3e,Drama Horror Mystery Thriller,Robby Henson,Marc Blucas,Max Ryan,Justine Waddell
idiocracy,Adventure Comedy Sci-Fi,Mike Judge,Anthony 'Citric' Campos,Patrick Fischler,David Herman
the rise of the krays,Crime Drama,Zackary Adler,Simon Merrells,Kevin Leslie,Kris Sommerville
this is england,Crime Drama,Shane Meadows,Stephen Graham,Joseph Gilgun,Jack O'Connell
alien uprising,Comedy Sci-Fi,Dominic Burns,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme
bathing beauty,Comedy Musical,George Sidney,Esther Williams,Basil Rathbone,Red Skelton
go for it!,Drama Musical,Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado
"dancer, texas pop. 81",Comedy Drama Family,Tim McCanlies,Ethan Embry,Michael O'Neill,Alexandra Holden
show boat,Drama Family Musical Romance,George Sidney,Agnes Moorehead,Ava Gardner,Howard Keel
redemption road,Drama,Mario Van Peebles,Tom Skerritt,Cinda McCain,Luke Perry
the calling,Thriller,Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl
the brave little toaster,Adventure Animation Comedy Family Fantasy Musical,Jerry Rees,Jon Lovitz,Phil Hartman,Mindy Sterling
fantasia,Animation Family Fantasy Music,James Algar,Leopold Stokowski,Deems Taylor,unknown
the french connection,Action Crime Drama Thriller,William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco
8 days,Drama Thriller,Jaco Booyens,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez
friday the 13th part iii,Horror Thriller,Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks
friday the 13th: a new beginning,Horror Mystery Thriller,Danny Steinmann,Tiffany Helm,Melanie Kinnaman,Dominick Brascia
the last sin eater,Drama,Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley
do you believe?,Drama,Jon Gunn,Alexa PenaVega,Delroy Lindo,Madison Pettis
impact point,Thriller,Hayley Cloake,Brian Austin Green,Kayla Ewell,Linden Ashby
the valley of decision,Drama,Tay Garnett,Jessica Tandy,Greer Garson,Lionel Barrymore
eden,Drama Thriller,Shyam Madiraju,Jessica Lowndes,Ethan Peck,Brad Schmidt
chicken tikka masala,Comedy Drama Romance,Harmage Singh Kalirai,Saeed Jaffrey,Zohra Segal,Shobu Kapoor
always woodstock,Comedy Music Romance,Rita Merson,Ryan Guzman,James Wolk,Jason Ritter
jack brooks: monster slayer,Action Comedy Horror,Jon Knautz,Rachel Skarsten,Daniel Kash,Stefanie Drummond
the best years of our lives,Drama Romance War,William Wyler,Myrna Loy,Teresa Wright,Dana Andrews
bully,Biography Crime Drama,Larry Clark,Kelli Garner,Nick Stahl,Brad Renfro
elling,Comedy Drama,Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin
mi america,Crime Drama,Robert Fontaine,Michael Derek,Arturo Castro,Brad Lee Wind
[rec],Horror,Jaume Balagueró,Manuela Velasco,Pablo Rosso,Carlos Lasarte
lies in plain sight,Drama,Patricia Cardoso,Rosie Perez,Martha Higareda,Cheyenne Haynes
sharkskin,Comedy Drama Mystery Romance Thriller,Dan Perri,Travis Myers,David Proval,Carmen Argenziano
containment,Horror Sci-Fi Thriller,Neil Mcenery-West,Walter Hendrix III,Michael Chapman,Louise Brealey
the timber,Adventure Drama Western,Anthony O'Brien,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan
from russia with love,Action Adventure Thriller,Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell
the toxic avenger part ii,Action Comedy Horror Sci-Fi,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye
in the heat of the night            ,Crime Drama Mystery,unknown,Carroll O'Connor,Alan Autry,Crystal R. Fox
sleeper,Comedy Sci-Fi,Woody Allen,Woody Allen,John Beck,Mews Small
it follows,Horror Mystery,David Robert Mitchell,Maika Monroe,Ruby Harris,Jake Weary
everything you always wanted to know about sex * but were afraid to ask,Comedy,Woody Allen,Woody Allen,John Carradine,Lynn Redgrave
to kill a mockingbird,Crime Drama,Robert Mulligan,Robert Duvall,Brock Peters,William Windom
mad max 2: the road warrior,Action Adventure Sci-Fi Thriller,George Miller,Vernon Wells,Bruce Spence,Kjell Nilsson
the legend of drunken master,Action Comedy,Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak
lolita,Crime Drama Romance,Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell
boys don't cry,Biography Crime Drama Romance,Kimberly Peirce,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette
silent house,Drama Horror Mystery Thriller,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese
the lives of others,Drama Thriller,Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Mühe,Martina Gedeck
courageous,Drama,Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings
the hustler,Drama Sport,Robert Rossen,George C. Scott,Jackie Gleason,Murray Hamilton
boom town,Adventure Drama Romance Western,Jack Conway,Hedy Lamarr,Spencer Tracy,Claudette Colbert
the triplets of belleville,Animation Comedy Drama,Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi
smoke signals,Comedy Drama,Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer
american splendor,Biography Comedy Drama,Shari Springer Berman,Josh Hutcherson,James Urbaniak,Daniel Tay
before sunset,Drama Romance,Richard Linklater,Vernon Dobtcheff,Albert Delpy,Marie Pillet
amores perros,Drama Thriller,Alejandro G. Iñárritu,Adriana Barraza,Jorge Salinas,Goya Toledo
thirteen,Drama,Catherine Hardwicke,Holly Hunter,Sarah Clarke,Kip Pardue
gentleman's agreement,Drama Romance,Elia Kazan,Dean Stockwell,Celeste Holm,John Garfield
winter's bone,Drama,Debra Granik,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser
touching the void,Adventure Documentary Drama Sport,Kevin Macdonald,Nicholas Aaron,Brendan Mackey,Joe Simpson
alexander's ragtime band,Drama Musical Romance,Henry King,Tyrone Power,Don Ameche,John Carradine
me and you and everyone we know,Comedy Drama,Miranda July,Najarra Townsend,Brad William Henke,Miranda July
inside job,Crime Documentary,Charles Ferguson,Matt Damon,George W. Bush,Barney Frank
we are your friends,Drama Music Romance,Max Joseph,Vanessa Lengies,Emily Ratajkowski,Jonny Weston
ghost dog: the way of the samurai,Action Crime Drama Thriller,Jim Jarmusch,Henry Silva,Gano Grills,Richard Portnow
harsh times,Action Crime Drama Thriller,David Ayer,J.K. Simmons,Christian Bale,Noel Gugliemi
captive,Crime Drama Thriller,Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel
full frontal,Comedy Romance,Steven Soderbergh,Julia Roberts,Enrico Colantoni,Blair Underwood
witchboard,Horror Mystery Thriller,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie
strangers with candy            ,Comedy,unknown,Stephen Colbert,Amy Sedaris,Maria Thayer
hamlet,Drama,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers
shortbus,Comedy Drama Romance,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker
waltz with bashir,Animation Biography Documentary Drama History War,Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon
"the book of mormon movie, volume 1: the journey",Adventure,Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold
no end in sight,Documentary War,Charles Ferguson,Campbell Scott,Dick Cheney,Donald Rumsfeld
the diary of a teenage girl,Drama Romance,Marielle Heller,Alexander Skarsgård,David Fine,Austin Lyon
get real            ,Comedy Drama Romance,unknown,Anne Hathaway,Jon Tenney,Debrah Farentino
in the shadow of the moon,Documentary History,David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong
meek's cutoff,Drama Western,Kelly Reichardt,Bruce Greenwood,Zoe Kazan,Shirley Henderson
inside deep throat,Biography Documentary History,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace
dinner rush,Crime Drama Romance,Bob Giraldi,Danny Aiello,Manny Perez,Ajay Naidu
clockwatchers,Comedy Drama,Jill Sprecher,Alanna Ubach,Bob Balaban,Jamie Kennedy
the virginity hit,Comedy,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman
subway,Comedy Drama Thriller,Luc Besson,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade
house of d,Comedy Drama,David Duchovny,Robin Williams,Mark Margolis,Frank Langella
teeth,Comedy Fantasy Horror Thriller,Mitchell Lichtenstein,Jess Weixler,Nathan Parsons,John Hensley
six-string samurai,Action Adventure Comedy Drama Music Sci-Fi,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo
hum to mohabbat karega,Action Comedy Romance Thriller,Kundan Shah,Karisma Kapoor,Bobby Deol,Shakti Kapoor
it's all gone pete tong,Biography Comedy Drama Music,Michael Dowse,Paul Kaye,Neil Maskell,Kate Magowan
saint john of las vegas,Comedy Drama,Hue Rhodes,Peter Dinklage,Steve Buscemi,Romany Malco
24 7: twenty four seven,Comedy Drama Romance Sport,Shane Meadows,Bob Hoskins,Annette Badland,Karl Collins
stonewall,Drama,Roland Emmerich,Jeremy Irvine,Caleb Landry Jones,Matt Craven
eureka            ,Comedy Drama Sci-Fi,unknown,Joe Morton,Colin Ferguson,Salli Richardson-Whitfield
roadside romeo,Animation Comedy Family Romance,Jugal Hansraj,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
this thing of ours,Crime Drama,Danny Provenzano,Vincent Pastore,Frank Vincent,Chuck Zito
the lost medallion: the adventures of billy stone,Adventure Family Fantasy,Bill Muir,Alex Kendrick,Jansen Panettiere,Tiya Sircar
the last five years,Comedy Drama Musical Romance,Richard LaGravenese,Anna Kendrick,Jeremy Jordan,Charly Bivona
the missing person,Drama,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein
return of the living dead iii,Horror Romance Sci-Fi,Brian Yuzna,Melinda Clarke,Kent McCord,Sarah Douglas
london,Drama Romance,Hunter Richards,Jason Statham,Chris Evans,Dane Cook
sherrybaby,Drama,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst
stealing harvard,Comedy Crime,Bruce McCulloch,Martin Starr,Megan Mullally,Chris Penn
circle,Drama Horror Mystery Sci-Fi Thriller,Aaron Hann,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
eden lake,Horror Thriller,James Watkins,Michael Fassbender,Jack O'Connell,Lorraine Stanley
plush,Thriller,Catherine Hardwicke,Frances Fisher,James Kyson,Marlene Forte
vampire killers,Action Comedy Fantasy Horror,Phil Claydon,MyAnna Buring,James Corden,Silvia Colloca
gangster's paradise: jerusalema,Action Crime Drama,Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs
freeze frame,Crime Drama Thriller,John Simpson,Colin Salmon,Lee Evans,Ian McNeice
grave encounters,Horror,Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko
stitches,Comedy Horror,Conor McMahon,Peter McQuinn,Tommy Knight,Jemma Curran
nine dead,Crime Drama Horror Mystery Thriller,Chris Shadley,Daniel Baldwin,William Lee Scott,Marc Macaulay
"to be frank, sinatra at 100",Documentary,Simon Napier-Bell,Alice Cooper,Tim Rice,Louis Walsh
bananas,Comedy,Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser
supercapitalist,Thriller,Simon Yin,Paul Sheehan,Linus Roache,Kathy Uyen
rockaway,Action Crime Drama Thriller,Jeff Crook,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira
wings            ,Comedy Drama,unknown,Steven Weber,Tim Daly,Amy Yasbeck
the lady from shanghai,Crime Drama Film-Noir Mystery Thriller,Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia
no man's land: the rise of reeker,Horror Thriller,Dave Payne,Mircea Monroe,Lew Temple,Robert Pine
highway,Crime Drama,James Cox,Jake Gyllenhaal,M.C. Gainey,Mark Rolston
small apartments,Comedy Crime Drama,Jonas Åkerlund,Noel Gugliemi,Saffron Burrows,Matt Lucas
coffee town,Comedy,Brad Copeland,Sunil Narkar,Ben Schwartz,Glenn Howerton
the ghastly love of johnny x,Comedy Fantasy Musical Sci-Fi,Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams
all is bright,Comedy Drama,Phil Morrison,Sally Hawkins,Curtiss Cook,Peter Hermann
the torture chamber of dr. sadism,Horror Mystery,Harald Reinl,Christopher Lee,Lex Barker,Karin Dor
straight a's,Comedy Drama,James Cox,Jon Mack,Powers Boothe,Josh Meyers
a funny thing happened on the way to the forum,Comedy Musical,Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers
slacker uprising,Documentary,Michael Moore,Michael Moore,Eddie Vedder,Steve Earle
the legend of hell's gate: an american conspiracy,Action Adventure History Western,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower
the walking deceased,Comedy Horror,Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan
the curse of downers grove,Drama Horror Mystery Thriller,Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold
shark lake,Thriller,Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke
river's edge,Crime Drama,Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye
northfork,Drama Fantasy,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries
the marine 4: moving target,Action Thriller,William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis
buried,Drama Mystery Thriller,Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino
submarine,Comedy Drama Romance,Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins
the square,Documentary Drama History News,Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
one to another,Drama,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier
carrie,Drama Fantasy Horror,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday
abcd (any body can dance),Drama Musical,Remo,Lauren Gottlieb,Remo,Prabhudheva
a nightmare on elm street,Horror,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss
man on wire,Biography Crime Documentary History Thriller,James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau
abandoned,Drama,John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash
brotherly love,Drama,Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love
the last exorcism,Drama Horror Thriller,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian
nowhere boy,Biography Drama Music,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff
a streetcar named desire,Drama,Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter
dr. strangelove or: how i learned to stop worrying and love the bomb,Comedy,Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn
el crimen del padre amaro,Drama Romance,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.
beasts of the southern wild,Drama Fantasy,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry
battle for the planet of the apes,Action Sci-Fi,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins
songcatcher,Drama Music,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams
higher ground,Drama,Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus
vaalu,Comedy Romance,Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam
the greatest movie ever sold,Comedy Documentary,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump
ed and his dead mother,Comedy Horror,Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries
travelers and magicians,Adventure Drama,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga
hang 'em high,Western,Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.
deadline - u.s.a.,Crime Drama Film-Noir,Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter
sublime,Horror Thriller,Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar
a beginner's guide to snuff,Comedy Horror Thriller,Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson
independence daysaster,Action Sci-Fi,W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella
dysfunctional friends,Comedy Drama,Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali
run lola run,Crime Drama,Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde
may,Drama Horror,Lucky McKee,James Duval,Will Estes,Nora Zehetner
against the wild,Adventure Family,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt
